PassengerId,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
446,4.0,0,2,81.8583,1,0,0,0,1,0,0,1
447,13.0,0,1,19.5,0,1,0,1,0,0,0,1
448,34.0,0,0,26.55,1,0,0,0,1,0,0,1
449,5.0,2,1,19.2583,0,0,1,1,0,1,0,0
450,52.0,0,0,30.5,1,0,0,0,1,0,0,1
451,36.0,1,2,27.75,0,1,0,0,1,0,0,1
452,29.69911764705882,1,0,19.9667,0,0,1,0,1,0,0,1
453,30.0,0,0,27.75,1,0,0,0,1,1,0,0
454,49.0,1,0,89.1042,1,0,0,0,1,1,0,0
455,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1
456,29.0,0,0,7.8958,0,0,1,0,1,1,0,0
457,65.0,0,0,26.55,1,0,0,0,1,0,0,1
458,29.69911764705882,1,0,51.8625,1,0,0,1,0,0,0,1
459,50.0,0,0,10.5,0,1,0,1,0,0,0,1
460,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0
461,48.0,0,0,26.55,1,0,0,0,1,0,0,1
462,34.0,0,0,8.05,0,0,1,0,1,0,0,1
463,47.0,0,0,38.5,1,0,0,0,1,0,0,1
464,48.0,0,0,13.0,0,1,0,0,1,0,0,1
465,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1
466,38.0,0,0,7.05,0,0,1,0,1,0,0,1
467,29.69911764705882,0,0,0.0,0,1,0,0,1,0,0,1
468,56.0,0,0,26.55,1,0,0,0,1,0,0,1
469,29.69911764705882,0,0,7.725,0,0,1,0,1,0,1,0
470,0.75,2,1,19.2583,0,0,1,1,0,1,0,0
471,29.69911764705882,0,0,7.25,0,0,1,0,1,0,0,1
472,38.0,0,0,8.6625,0,0,1,0,1,0,0,1
473,33.0,1,2,27.75,0,1,0,1,0,0,0,1
474,23.0,0,0,13.7917,0,1,0,1,0,1,0,0
475,22.0,0,0,9.8375,0,0,1,1,0,0,0,1
476,29.69911764705882,0,0,52.0,1,0,0,0,1,0,0,1
477,34.0,1,0,21.0,0,1,0,0,1,0,0,1
478,29.0,1,0,7.0458,0,0,1,0,1,0,0,1
479,22.0,0,0,7.5208,0,0,1,0,1,0,0,1
480,2.0,0,1,12.2875,0,0,1,1,0,0,0,1
481,9.0,5,2,46.9,0,0,1,0,1,0,0,1
482,29.69911764705882,0,0,0.0,0,1,0,0,1,0,0,1
483,50.0,0,0,8.05,0,0,1,0,1,0,0,1
484,63.0,0,0,9.5875,0,0,1,1,0,0,0,1
485,25.0,1,0,91.0792,1,0,0,0,1,1,0,0
486,29.69911764705882,3,1,25.4667,0,0,1,1,0,0,0,1
487,35.0,1,0,90.0,1,0,0,1,0,0,0,1
488,58.0,0,0,29.7,1,0,0,0,1,1,0,0
489,30.0,0,0,8.05,0,0,1,0,1,0,0,1
490,9.0,1,1,15.9,0,0,1,0,1,0,0,1
491,29.69911764705882,1,0,19.9667,0,0,1,0,1,0,0,1
492,21.0,0,0,7.25,0,0,1,0,1,0,0,1
493,55.0,0,0,30.5,1,0,0,0,1,0,0,1
494,71.0,0,0,49.5042,1,0,0,0,1,1,0,0
495,21.0,0,0,8.05,0,0,1,0,1,0,0,1
496,29.69911764705882,0,0,14.4583,0,0,1,0,1,1,0,0
497,54.0,1,0,78.2667,1,0,0,1,0,1,0,0
498,29.69911764705882,0,0,15.1,0,0,1,0,1,0,0,1
499,25.0,1,2,151.55,1,0,0,1,0,0,0,1
500,24.0,0,0,7.7958,0,0,1,0,1,0,0,1
501,17.0,0,0,8.6625,0,0,1,0,1,0,0,1
502,21.0,0,0,7.75,0,0,1,1,0,0,1,0
503,29.69911764705882,0,0,7.6292,0,0,1,1,0,0,1,0
504,37.0,0,0,9.5875,0,0,1,1,0,0,0,1
505,16.0,0,0,86.5,1,0,0,1,0,0,0,1
506,18.0,1,0,108.9,1,0,0,0,1,1,0,0
507,33.0,0,2,26.0,0,1,0,1,0,0,0,1
508,29.69911764705882,0,0,26.55,1,0,0,0,1,0,0,1
509,28.0,0,0,22.525,0,0,1,0,1,0,0,1
510,26.0,0,0,56.4958,0,0,1,0,1,0,0,1
511,29.0,0,0,7.75,0,0,1,0,1,0,1,0
512,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1
513,36.0,0,0,26.2875,1,0,0,0,1,0,0,1
514,54.0,1,0,59.4,1,0,0,1,0,1,0,0
515,24.0,0,0,7.4958,0,0,1,0,1,0,0,1
516,47.0,0,0,34.0208,1,0,0,0,1,0,0,1
517,34.0,0,0,10.5,0,1,0,1,0,0,0,1
518,29.69911764705882,0,0,24.15,0,0,1,0,1,0,1,0
519,36.0,1,0,26.0,0,1,0,1,0,0,0,1
520,32.0,0,0,7.8958,0,0,1,0,1,0,0,1
521,30.0,0,0,93.5,1,0,0,1,0,0,0,1
522,22.0,0,0,7.8958,0,0,1,0,1,0,0,1
523,29.69911764705882,0,0,7.225,0,0,1,0,1,1,0,0
524,44.0,0,1,57.9792,1,0,0,1,0,1,0,0
525,29.69911764705882,0,0,7.2292,0,0,1,0,1,1,0,0
526,40.5,0,0,7.75,0,0,1,0,1,0,1,0
527,50.0,0,0,10.5,0,1,0,1,0,0,0,1
528,29.69911764705882,0,0,221.7792,1,0,0,0,1,0,0,1
529,39.0,0,0,7.925,0,0,1,0,1,0,0,1
530,23.0,2,1,11.5,0,1,0,0,1,0,0,1
531,2.0,1,1,26.0,0,1,0,1,0,0,0,1
532,29.69911764705882,0,0,7.2292,0,0,1,0,1,1,0,0
533,17.0,1,1,7.2292,0,0,1,0,1,1,0,0
534,29.69911764705882,0,2,22.3583,0,0,1,1,0,1,0,0
535,30.0,0,0,8.6625,0,0,1,1,0,0,0,1
536,7.0,0,2,26.25,0,1,0,1,0,0,0,1
537,45.0,0,0,26.55,1,0,0,0,1,0,0,1
538,30.0,0,0,106.425,1,0,0,1,0,1,0,0
539,29.69911764705882,0,0,14.5,0,0,1,0,1,0,0,1
540,22.0,0,2,49.5,1,0,0,1,0,1,0,0
541,36.0,0,2,71.0,1,0,0,1,0,0,0,1
542,9.0,4,2,31.275,0,0,1,1,0,0,0,1
543,11.0,4,2,31.275,0,0,1,1,0,0,0,1
544,32.0,1,0,26.0,0,1,0,0,1,0,0,1
545,50.0,1,0,106.425,1,0,0,0,1,1,0,0
546,64.0,0,0,26.0,1,0,0,0,1,0,0,1
547,19.0,1,0,26.0,0,1,0,1,0,0,0,1
548,29.69911764705882,0,0,13.8625,0,1,0,0,1,1,0,0
549,33.0,1,1,20.525,0,0,1,0,1,0,0,1
550,8.0,1,1,36.75,0,1,0,0,1,0,0,1
551,17.0,0,2,110.8833,1,0,0,0,1,1,0,0
552,27.0,0,0,26.0,0,1,0,0,1,0,0,1
553,29.69911764705882,0,0,7.8292,0,0,1,0,1,0,1,0
554,22.0,0,0,7.225,0,0,1,0,1,1,0,0
555,22.0,0,0,7.775,0,0,1,1,0,0,0,1
556,62.0,0,0,26.55,1,0,0,0,1,0,0,1
557,48.0,1,0,39.6,1,0,0,1,0,1,0,0
558,29.69911764705882,0,0,227.525,1,0,0,0,1,1,0,0
559,39.0,1,1,79.65,1,0,0,1,0,0,0,1
560,36.0,1,0,17.4,0,0,1,1,0,0,0,1
561,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0
562,40.0,0,0,7.8958,0,0,1,0,1,0,0,1
563,28.0,0,0,13.5,0,1,0,0,1,0,0,1
564,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1
565,29.69911764705882,0,0,8.05,0,0,1,1,0,0,0,1
566,24.0,2,0,24.15,0,0,1,0,1,0,0,1
567,19.0,0,0,7.8958,0,0,1,0,1,0,0,1
568,29.0,0,4,21.075,0,0,1,1,0,0,0,1
569,29.69911764705882,0,0,7.2292,0,0,1,0,1,1,0,0
570,32.0,0,0,7.8542,0,0,1,0,1,0,0,1
571,62.0,0,0,10.5,0,1,0,0,1,0,0,1
572,53.0,2,0,51.4792,1,0,0,1,0,0,0,1
573,36.0,0,0,26.3875,1,0,0,0,1,0,0,1
574,29.69911764705882,0,0,7.75,0,0,1,1,0,0,1,0
575,16.0,0,0,8.05,0,0,1,0,1,0,0,1
576,19.0,0,0,14.5,0,0,1,0,1,0,0,1
577,34.0,0,0,13.0,0,1,0,1,0,0,0,1
578,39.0,1,0,55.9,1,0,0,1,0,0,0,1
579,29.69911764705882,1,0,14.4583,0,0,1,1,0,1,0,0
580,32.0,0,0,7.925,0,0,1,0,1,0,0,1
581,25.0,1,1,30.0,0,1,0,1,0,0,0,1
582,39.0,1,1,110.8833,1,0,0,1,0,1,0,0
583,54.0,0,0,26.0,0,1,0,0,1,0,0,1
584,36.0,0,0,40.125,1,0,0,0,1,1,0,0
585,29.69911764705882,0,0,8.7125,0,0,1,0,1,1,0,0
586,18.0,0,2,79.65,1,0,0,1,0,0,0,1
587,47.0,0,0,15.0,0,1,0,0,1,0,0,1
588,60.0,1,1,79.2,1,0,0,0,1,1,0,0
589,22.0,0,0,8.05,0,0,1,0,1,0,0,1
590,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1
591,35.0,0,0,7.125,0,0,1,0,1,0,0,1
592,52.0,1,0,78.2667,1,0,0,1,0,1,0,0
593,47.0,0,0,7.25,0,0,1,0,1,0,0,1
594,29.69911764705882,0,2,7.75,0,0,1,1,0,0,1,0
595,37.0,1,0,26.0,0,1,0,0,1,0,0,1
596,36.0,1,1,24.15,0,0,1,0,1,0,0,1
597,29.69911764705882,0,0,33.0,0,1,0,1,0,0,0,1
598,49.0,0,0,0.0,0,0,1,0,1,0,0,1
599,29.69911764705882,0,0,7.225,0,0,1,0,1,1,0,0
600,49.0,1,0,56.9292,1,0,0,0,1,1,0,0
601,24.0,2,1,27.0,0,1,0,1,0,0,0,1
602,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1
603,29.69911764705882,0,0,42.4,1,0,0,0,1,0,0,1
604,44.0,0,0,8.05,0,0,1,0,1,0,0,1
605,35.0,0,0,26.55,1,0,0,0,1,1,0,0
606,36.0,1,0,15.55,0,0,1,0,1,0,0,1
607,30.0,0,0,7.8958,0,0,1,0,1,0,0,1
608,27.0,0,0,30.5,1,0,0,0,1,0,0,1
609,22.0,1,2,41.5792,0,1,0,1,0,1,0,0
610,40.0,0,0,153.4625,1,0,0,1,0,0,0,1
611,39.0,1,5,31.275,0,0,1,1,0,0,0,1
612,29.69911764705882,0,0,7.05,0,0,1,0,1,0,0,1
613,29.69911764705882,1,0,15.5,0,0,1,1,0,0,1,0
614,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0
615,35.0,0,0,8.05,0,0,1,0,1,0,0,1
616,24.0,1,2,65.0,0,1,0,1,0,0,0,1
617,34.0,1,1,14.4,0,0,1,0,1,0,0,1
618,26.0,1,0,16.1,0,0,1,1,0,0,0,1
619,4.0,2,1,39.0,0,1,0,1,0,0,0,1
620,26.0,0,0,10.5,0,1,0,0,1,0,0,1
621,27.0,1,0,14.4542,0,0,1,0,1,1,0,0
622,42.0,1,0,52.5542,1,0,0,0,1,0,0,1
623,20.0,1,1,15.7417,0,0,1,0,1,1,0,0
624,21.0,0,0,7.8542,0,0,1,0,1,0,0,1
625,21.0,0,0,16.1,0,0,1,0,1,0,0,1
626,61.0,0,0,32.3208,1,0,0,0,1,0,0,1
627,57.0,0,0,12.35,0,1,0,0,1,0,1,0
628,21.0,0,0,77.9583,1,0,0,1,0,0,0,1
629,26.0,0,0,7.8958,0,0,1,0,1,0,0,1
630,29.69911764705882,0,0,7.7333,0,0,1,0,1,0,1,0
631,80.0,0,0,30.0,1,0,0,0,1,0,0,1
632,51.0,0,0,7.0542,0,0,1,0,1,0,0,1
633,32.0,0,0,30.5,1,0,0,0,1,1,0,0
634,29.69911764705882,0,0,0.0,1,0,0,0,1,0,0,1
635,9.0,3,2,27.9,0,0,1,1,0,0,0,1
636,28.0,0,0,13.0,0,1,0,1,0,0,0,1
637,32.0,0,0,7.925,0,0,1,0,1,0,0,1
638,31.0,1,1,26.25,0,1,0,0,1,0,0,1
639,41.0,0,5,39.6875,0,0,1,1,0,0,0,1
640,29.69911764705882,1,0,16.1,0,0,1,0,1,0,0,1
641,20.0,0,0,7.8542,0,0,1,0,1,0,0,1
642,24.0,0,0,69.3,1,0,0,1,0,1,0,0
643,2.0,3,2,27.9,0,0,1,1,0,0,0,1
644,29.69911764705882,0,0,56.4958,0,0,1,0,1,0,0,1
645,0.75,2,1,19.2583,0,0,1,1,0,1,0,0
646,48.0,1,0,76.7292,1,0,0,0,1,1,0,0
647,19.0,0,0,7.8958,0,0,1,0,1,0,0,1
648,56.0,0,0,35.5,1,0,0,0,1,1,0,0
649,29.69911764705882,0,0,7.55,0,0,1,0,1,0,0,1
650,23.0,0,0,7.55,0,0,1,1,0,0,0,1
651,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1
652,18.0,0,1,23.0,0,1,0,1,0,0,0,1
653,21.0,0,0,8.4333,0,0,1,0,1,0,0,1
654,29.69911764705882,0,0,7.8292,0,0,1,1,0,0,1,0
655,18.0,0,0,6.75,0,0,1,1,0,0,1,0
656,24.0,2,0,73.5,0,1,0,0,1,0,0,1
657,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1
658,32.0,1,1,15.5,0,0,1,1,0,0,1,0
659,23.0,0,0,13.0,0,1,0,0,1,0,0,1
660,58.0,0,2,113.275,1,0,0,0,1,1,0,0
661,50.0,2,0,133.65,1,0,0,0,1,0,0,1
662,40.0,0,0,7.225,0,0,1,0,1,1,0,0
663,47.0,0,0,25.5875,1,0,0,0,1,0,0,1
664,36.0,0,0,7.4958,0,0,1,0,1,0,0,1
665,20.0,1,0,7.925,0,0,1,0,1,0,0,1
666,32.0,2,0,73.5,0,1,0,0,1,0,0,1
667,25.0,0,0,13.0,0,1,0,0,1,0,0,1
668,29.69911764705882,0,0,7.775,0,0,1,0,1,0,0,1
669,43.0,0,0,8.05,0,0,1,0,1,0,0,1
670,29.69911764705882,1,0,52.0,1,0,0,1,0,0,0,1
671,40.0,1,1,39.0,0,1,0,1,0,0,0,1
672,31.0,1,0,52.0,1,0,0,0,1,0,0,1
673,70.0,0,0,10.5,0,1,0,0,1,0,0,1
674,31.0,0,0,13.0,0,1,0,0,1,0,0,1
675,29.69911764705882,0,0,0.0,0,1,0,0,1,0,0,1
676,18.0,0,0,7.775,0,0,1,0,1,0,0,1
677,24.5,0,0,8.05,0,0,1,0,1,0,0,1
678,18.0,0,0,9.8417,0,0,1,1,0,0,0,1
679,43.0,1,6,46.9,0,0,1,1,0,0,0,1
680,36.0,0,1,512.3292,1,0,0,0,1,1,0,0
681,29.69911764705882,0,0,8.1375,0,0,1,1,0,0,1,0
682,27.0,0,0,76.7292,1,0,0,0,1,1,0,0
683,20.0,0,0,9.225,0,0,1,0,1,0,0,1
684,14.0,5,2,46.9,0,0,1,0,1,0,0,1
685,60.0,1,1,39.0,0,1,0,0,1,0,0,1
686,25.0,1,2,41.5792,0,1,0,0,1,1,0,0
687,14.0,4,1,39.6875,0,0,1,0,1,0,0,1
688,19.0,0,0,10.1708,0,0,1,0,1,0,0,1
689,18.0,0,0,7.7958,0,0,1,0,1,0,0,1
690,15.0,0,1,211.3375,1,0,0,1,0,0,0,1
691,31.0,1,0,57.0,1,0,0,0,1,0,0,1
692,4.0,0,1,13.4167,0,0,1,1,0,1,0,0
693,29.69911764705882,0,0,56.4958,0,0,1,0,1,0,0,1
694,25.0,0,0,7.225,0,0,1,0,1,1,0,0
695,60.0,0,0,26.55,1,0,0,0,1,0,0,1
696,52.0,0,0,13.5,0,1,0,0,1,0,0,1
697,44.0,0,0,8.05,0,0,1,0,1,0,0,1
698,29.69911764705882,0,0,7.7333,0,0,1,1,0,0,1,0
699,49.0,1,1,110.8833,1,0,0,0,1,1,0,0
700,42.0,0,0,7.65,0,0,1,0,1,0,0,1
701,18.0,1,0,227.525,1,0,0,1,0,1,0,0
702,35.0,0,0,26.2875,1,0,0,0,1,0,0,1
703,18.0,0,1,14.4542,0,0,1,1,0,1,0,0
704,25.0,0,0,7.7417,0,0,1,0,1,0,1,0
705,26.0,1,0,7.8542,0,0,1,0,1,0,0,1
706,39.0,0,0,26.0,0,1,0,0,1,0,0,1
707,45.0,0,0,13.5,0,1,0,1,0,0,0,1
708,42.0,0,0,26.2875,1,0,0,0,1,0,0,1
709,22.0,0,0,151.55,1,0,0,1,0,0,0,1
710,29.69911764705882,1,1,15.2458,0,0,1,0,1,1,0,0
711,24.0,0,0,49.5042,1,0,0,1,0,1,0,0
712,29.69911764705882,0,0,26.55,1,0,0,0,1,0,0,1
713,48.0,1,0,52.0,1,0,0,0,1,0,0,1
714,29.0,0,0,9.4833,0,0,1,0,1,0,0,1
715,52.0,0,0,13.0,0,1,0,0,1,0,0,1
716,19.0,0,0,7.65,0,0,1,0,1,0,0,1
717,38.0,0,0,227.525,1,0,0,1,0,1,0,0
718,27.0,0,0,10.5,0,1,0,1,0,0,0,1
719,29.69911764705882,0,0,15.5,0,0,1,0,1,0,1,0
720,33.0,0,0,7.775,0,0,1,0,1,0,0,1
721,6.0,0,1,33.0,0,1,0,1,0,0,0,1
722,17.0,1,0,7.0542,0,0,1,0,1,0,0,1
723,34.0,0,0,13.0,0,1,0,0,1,0,0,1
724,50.0,0,0,13.0,0,1,0,0,1,0,0,1
725,27.0,1,0,53.1,1,0,0,0,1,0,0,1
726,20.0,0,0,8.6625,0,0,1,0,1,0,0,1
727,30.0,3,0,21.0,0,1,0,1,0,0,0,1
728,29.69911764705882,0,0,7.7375,0,0,1,1,0,0,1,0
729,25.0,1,0,26.0,0,1,0,0,1,0,0,1
730,25.0,1,0,7.925,0,0,1,1,0,0,0,1
731,29.0,0,0,211.3375,1,0,0,1,0,0,0,1
732,11.0,0,0,18.7875,0,0,1,0,1,1,0,0
733,29.69911764705882,0,0,0.0,0,1,0,0,1,0,0,1
734,23.0,0,0,13.0,0,1,0,0,1,0,0,1
735,23.0,0,0,13.0,0,1,0,0,1,0,0,1
736,28.5,0,0,16.1,0,0,1,0,1,0,0,1
737,48.0,1,3,34.375,0,0,1,1,0,0,0,1
738,35.0,0,0,512.3292,1,0,0,0,1,1,0,0
739,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1
740,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1
741,29.69911764705882,0,0,30.0,1,0,0,0,1,0,0,1
742,36.0,1,0,78.85,1,0,0,0,1,0,0,1
743,21.0,2,2,262.375,1,0,0,1,0,1,0,0
744,24.0,1,0,16.1,0,0,1,0,1,0,0,1
745,31.0,0,0,7.925,0,0,1,0,1,0,0,1
746,70.0,1,1,71.0,1,0,0,0,1,0,0,1
747,16.0,1,1,20.25,0,0,1,0,1,0,0,1
748,30.0,0,0,13.0,0,1,0,1,0,0,0,1
749,19.0,1,0,53.1,1,0,0,0,1,0,0,1
750,31.0,0,0,7.75,0,0,1,0,1,0,1,0
751,4.0,1,1,23.0,0,1,0,1,0,0,0,1
752,6.0,0,1,12.475,0,0,1,0,1,0,0,1
753,33.0,0,0,9.5,0,0,1,0,1,0,0,1
754,23.0,0,0,7.8958,0,0,1,0,1,0,0,1
755,48.0,1,2,65.0,0,1,0,1,0,0,0,1
756,0.67,1,1,14.5,0,1,0,0,1,0,0,1
757,28.0,0,0,7.7958,0,0,1,0,1,0,0,1
758,18.0,0,0,11.5,0,1,0,0,1,0,0,1
759,34.0,0,0,8.05,0,0,1,0,1,0,0,1
760,33.0,0,0,86.5,1,0,0,1,0,0,0,1
761,29.69911764705882,0,0,14.5,0,0,1,0,1,0,0,1
762,41.0,0,0,7.125,0,0,1,0,1,0,0,1
763,20.0,0,0,7.2292,0,0,1,0,1,1,0,0
764,36.0,1,2,120.0,1,0,0,1,0,0,0,1
765,16.0,0,0,7.775,0,0,1,0,1,0,0,1
766,51.0,1,0,77.9583,1,0,0,1,0,0,0,1
767,29.69911764705882,0,0,39.6,1,0,0,0,1,1,0,0
768,30.5,0,0,7.75,0,0,1,1,0,0,1,0
769,29.69911764705882,1,0,24.15,0,0,1,0,1,0,1,0
770,32.0,0,0,8.3625,0,0,1,0,1,0,0,1
771,24.0,0,0,9.5,0,0,1,0,1,0,0,1
772,48.0,0,0,7.8542,0,0,1,0,1,0,0,1
773,57.0,0,0,10.5,0,1,0,1,0,0,0,1
774,29.69911764705882,0,0,7.225,0,0,1,0,1,1,0,0
775,54.0,1,3,23.0,0,1,0,1,0,0,0,1
776,18.0,0,0,7.75,0,0,1,0,1,0,0,1
777,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0
778,5.0,0,0,12.475,0,0,1,1,0,0,0,1
779,29.69911764705882,0,0,7.7375,0,0,1,0,1,0,1,0
780,43.0,0,1,211.3375,1,0,0,1,0,0,0,1
781,13.0,0,0,7.2292,0,0,1,1,0,1,0,0
782,17.0,1,0,57.0,1,0,0,1,0,0,0,1
783,29.0,0,0,30.0,1,0,0,0,1,0,0,1
784,29.69911764705882,1,2,23.45,0,0,1,0,1,0,0,1
785,25.0,0,0,7.05,0,0,1,0,1,0,0,1
786,25.0,0,0,7.25,0,0,1,0,1,0,0,1
787,18.0,0,0,7.4958,0,0,1,1,0,0,0,1
788,8.0,4,1,29.125,0,0,1,0,1,0,1,0
789,1.0,1,2,20.575,0,0,1,0,1,0,0,1
790,46.0,0,0,79.2,1,0,0,0,1,1,0,0
791,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0
792,16.0,0,0,26.0,0,1,0,0,1,0,0,1
793,29.69911764705882,8,2,69.55,0,0,1,1,0,0,0,1
794,29.69911764705882,0,0,30.6958,1,0,0,0,1,1,0,0
795,25.0,0,0,7.8958,0,0,1,0,1,0,0,1
796,39.0,0,0,13.0,0,1,0,0,1,0,0,1
797,49.0,0,0,25.9292,1,0,0,1,0,0,0,1
798,31.0,0,0,8.6833,0,0,1,1,0,0,0,1
799,30.0,0,0,7.2292,0,0,1,0,1,1,0,0
800,30.0,1,1,24.15,0,0,1,1,0,0,0,1
801,34.0,0,0,13.0,0,1,0,0,1,0,0,1
802,31.0,1,1,26.25,0,1,0,1,0,0,0,1
803,11.0,1,2,120.0,1,0,0,0,1,0,0,1
804,0.42,0,1,8.5167,0,0,1,0,1,1,0,0
805,27.0,0,0,6.975,0,0,1,0,1,0,0,1
806,31.0,0,0,7.775,0,0,1,0,1,0,0,1
807,39.0,0,0,0.0,1,0,0,0,1,0,0,1
808,18.0,0,0,7.775,0,0,1,1,0,0,0,1
809,39.0,0,0,13.0,0,1,0,0,1,0,0,1
810,33.0,1,0,53.1,1,0,0,1,0,0,0,1
811,26.0,0,0,7.8875,0,0,1,0,1,0,0,1
812,39.0,0,0,24.15,0,0,1,0,1,0,0,1
813,35.0,0,0,10.5,0,1,0,0,1,0,0,1
814,6.0,4,2,31.275,0,0,1,1,0,0,0,1
815,30.5,0,0,8.05,0,0,1,0,1,0,0,1
816,29.69911764705882,0,0,0.0,1,0,0,0,1,0,0,1
817,23.0,0,0,7.925,0,0,1,1,0,0,0,1
818,31.0,1,1,37.0042,0,1,0,0,1,1,0,0
819,43.0,0,0,6.45,0,0,1,0,1,0,0,1
820,10.0,3,2,27.9,0,0,1,0,1,0,0,1
821,52.0,1,1,93.5,1,0,0,1,0,0,0,1
822,27.0,0,0,8.6625,0,0,1,0,1,0,0,1
823,38.0,0,0,0.0,1,0,0,0,1,0,0,1
824,27.0,0,1,12.475,0,0,1,1,0,0,0,1
825,2.0,4,1,39.6875,0,0,1,0,1,0,0,1
826,29.69911764705882,0,0,6.95,0,0,1,0,1,0,1,0
827,29.69911764705882,0,0,56.4958,0,0,1,0,1,0,0,1
828,1.0,0,2,37.0042,0,1,0,0,1,1,0,0
829,29.69911764705882,0,0,7.75,0,0,1,0,1,0,1,0
830,62.0,0,0,80.0,1,0,0,1,0,0,0,1
831,15.0,1,0,14.4542,0,0,1,1,0,1,0,0
832,0.83,1,1,18.75,0,1,0,0,1,0,0,1
833,29.69911764705882,0,0,7.2292,0,0,1,0,1,1,0,0
834,23.0,0,0,7.8542,0,0,1,0,1,0,0,1
835,18.0,0,0,8.3,0,0,1,0,1,0,0,1
836,39.0,1,1,83.1583,1,0,0,1,0,1,0,0
837,21.0,0,0,8.6625,0,0,1,0,1,0,0,1
838,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1
839,32.0,0,0,56.4958,0,0,1,0,1,0,0,1
840,29.69911764705882,0,0,29.7,1,0,0,0,1,1,0,0
841,20.0,0,0,7.925,0,0,1,0,1,0,0,1
842,16.0,0,0,10.5,0,1,0,0,1,0,0,1
843,30.0,0,0,31.0,1,0,0,1,0,1,0,0
844,34.5,0,0,6.4375,0,0,1,0,1,1,0,0
845,17.0,0,0,8.6625,0,0,1,0,1,0,0,1
846,42.0,0,0,7.55,0,0,1,0,1,0,0,1
847,29.69911764705882,8,2,69.55,0,0,1,0,1,0,0,1
848,35.0,0,0,7.8958,0,0,1,0,1,1,0,0
849,28.0,0,1,33.0,0,1,0,0,1,0,0,1
850,29.69911764705882,1,0,89.1042,1,0,0,1,0,1,0,0
851,4.0,4,2,31.275,0,0,1,0,1,0,0,1
852,74.0,0,0,7.775,0,0,1,0,1,0,0,1
853,9.0,1,1,15.2458,0,0,1,1,0,1,0,0
854,16.0,0,1,39.4,1,0,0,1,0,0,0,1
855,44.0,1,0,26.0,0,1,0,1,0,0,0,1
856,18.0,0,1,9.35,0,0,1,1,0,0,0,1
857,45.0,1,1,164.8667,1,0,0,1,0,0,0,1
858,51.0,0,0,26.55,1,0,0,0,1,0,0,1
859,24.0,0,3,19.2583,0,0,1,1,0,1,0,0
860,29.69911764705882,0,0,7.2292,0,0,1,0,1,1,0,0
861,41.0,2,0,14.1083,0,0,1,0,1,0,0,1
862,21.0,1,0,11.5,0,1,0,0,1,0,0,1
863,48.0,0,0,25.9292,1,0,0,1,0,0,0,1
864,29.69911764705882,8,2,69.55,0,0,1,1,0,0,0,1
865,24.0,0,0,13.0,0,1,0,0,1,0,0,1
866,42.0,0,0,13.0,0,1,0,1,0,0,0,1
867,27.0,1,0,13.8583,0,1,0,1,0,1,0,0
868,31.0,0,0,50.4958,1,0,0,0,1,0,0,1
869,29.69911764705882,0,0,9.5,0,0,1,0,1,0,0,1
870,4.0,1,1,11.1333,0,0,1,0,1,0,0,1
871,26.0,0,0,7.8958,0,0,1,0,1,0,0,1
872,47.0,1,1,52.5542,1,0,0,1,0,0,0,1
873,33.0,0,0,5.0,1,0,0,0,1,0,0,1
874,47.0,0,0,9.0,0,0,1,0,1,0,0,1
875,28.0,1,0,24.0,0,1,0,1,0,1,0,0
876,15.0,0,0,7.225,0,0,1,1,0,1,0,0
877,20.0,0,0,9.8458,0,0,1,0,1,0,0,1
878,19.0,0,0,7.8958,0,0,1,0,1,0,0,1
879,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1
880,56.0,0,1,83.1583,1,0,0,1,0,1,0,0
881,25.0,0,1,26.0,0,1,0,1,0,0,0,1
882,33.0,0,0,7.8958,0,0,1,0,1,0,0,1
883,22.0,0,0,10.5167,0,0,1,1,0,0,0,1
884,28.0,0,0,10.5,0,1,0,0,1,0,0,1
885,25.0,0,0,7.05,0,0,1,0,1,0,0,1
886,39.0,0,5,29.125,0,0,1,1,0,0,1,0
887,27.0,0,0,13.0,0,1,0,0,1,0,0,1
888,19.0,0,0,30.0,1,0,0,1,0,0,0,1
889,29.69911764705882,1,2,23.45,0,0,1,1,0,0,0,1
890,26.0,0,0,30.0,1,0,0,0,1,1,0,0
891,32.0,0,0,7.75,0,0,1,0,1,0,1,0
